Cabang,Alamat,Url
BCA KCU ASEMKA,"Jl. Asemka No.27-30, RW.6, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110","https://www.google.com/maps/place/BCA+KCU+ASEMKA/@-6.139158,106.8109923,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6010c931a81:0x5aaae0f551a88d3a!8m2!3d-6.139158!4d106.813181!16s%2Fg%2F1tf0529b?entry=ttu"
